Token,Frequency
developit,1
theleading,1
softserve,1
largestit,1
fullyup,1
psychotherapistwhether,1
experiencingsexual,1
theplatform,1
negativeconsequencesdonateabout,1
uswhat,1
doopportunities,1
beneﬁt,1
extraterritoriality,1
fromanywhere,1
abroadafter,1
assistanceindividuals,1
matched,1
oneonone,1
sessionsthroughout,1
supportis,1
theirexperiences,1
beenpavlo,1
requestsproviding,1
womenapproximately,1
assexual,1
realisethey,1
sooner,1
tounderstand,1
recoveryindeed,1
throughafter,1
immediateneeds,1
theuntreated,1
auroraspecialists,1
ofpsychotherapy,1
beingestablished,1
togetherpavlo,1
shook,1
internationalorganisations,1
thereisnt,1
aboutconﬂictrelated,1
endedconsequently,1
arrives,1
lostukraines,1
theissue,1
wheresurvivors,1
alsocarefully,1
auroraor,1
governmenttook,1
longstandingpartnerships,1
theycontacts,1
ennews,1
ﬂeshing,1
thatthis,1
projectthe,1
deputyprime,1
withassistance,1
supportfrom,1
initiativefunded,1
donorsnina,1
wasopened,1
neighboringtowns,1
citizensthe,1
efﬁciency,1
citieswhere,1
areasduring,1
toresidents,1
directlyat,1
areaswe,1
relevantauthorities,1
theidentiﬁed,1
thecities,1
idpsrelocating,1
season,1
wereopened,1
kropyvnytskyi,1
asmajor,1
relocating,1
abroadcurrently,1
stationary,1
setup,1
withpremises,1
mobilecenters,1
kharkivtoday,1
span,1
discussingevery,1
needarises,1
ukrainepavlo,1
ahumanitarian,1
theaim,1
therewhile,1
theworsening,1
heavier,1
centrespavlo,1
violencestemming,1
toacknowledge,1
intocrimes,1
alllongterm,1
inovercoming,1
theyre,1
experiencingthe,1
peoplefeel,1
disoriented,1
thepersons,1
considerate,1
mannerour,1
seekingassistance,1
initialvisit,1
tofeel,1
thirdperson,1
atguiding,1
orparents,1
toengage,1
themduring,1
traumaticmannerwe,1
stronglybelieve,1
victimsto,1
carryingon,1
speciﬁcs,1
ukrainewhether,1
centralwestern,1
theunique,1
anddnipro,1
conversely,1
oraccommodation,1
soughtby,1
attentionat,1
issafety,1
wellbeingtherefore,1
ukrainiansas,1
countrythey,1
nearzaporizhzhia,1
shifttheir,1
thecentersnina,1
straightforward,1
becausethe,1
replicate,1
theexperiences,1
areessentially,1
practicesfrom,1
scratchtypically,1
ﬁrstconsultations,1
aresult,1
demonstrateany,1
sufﬁcientdata,1
notpractical,1
servicesnina,1
howeverthere,1
ofour,1
ofrequests,1
thecommunities,1
offeredthis,1
clientsin,1
agebracketthe,1
ourclients,1
oldpavlo,1
hadaccessed,1
theidentiﬁcation,1
agenciesnina,1
principleswhich,1
nonconditionalityindividuals,1
beingsurvivors,1
helpfrom,1
nonconditionality,1
ourinteractions,1
thesecrimes,1
informationhowever,1
awillingness,1
centerwishes,1
ﬁle,1
innovativepavlo,1
andprovide,1
auroraand,1
willprove,1
successfulukraine,1
practiceobserved,1
decadeslater,1
thisrepresents,1
politicalleadership,1
showcasesinnovationthe,1
ourpractices,1
clientscome,1
promptlya,1
commissionerfor,1
focusedon,1
prague,1
inoperation,1
warpavlo,1
willengage,1
auroraplatform,1
collaborationwith,1
currentlydeveloping,1
graduallyintegrate,1
systemwe,1
willencounter,1
survivorsparticularly,1
centerswill,1
seenew,1
violenceand,1
reintegrate,1
intosocietygiven,1
extensiverehabilitation,1
dobrotanational,1
perspectivethe,1
resilienttogether,1
andimplemented,1
civilsociety,1
lawyersassociation,1
foreuropean,1
governmentcommissioner,1
postnext,1
emergenciesukraine,1
abrave,1
incredible,1
impactread,1
millionthere,1
displacedpeople,1
millionnearly,1
beenrecorded,1
millionapproximately,1
followingthe,1
heavyshelling,1
beendriven,1
regionincluding,1
globallypoland,1
welcomed,1
refugeeshosting,1
deathdestruction,1
energyinfrastructures,1
disrupting,1
publicaccess,1
socialprotection,1
inbuildings,1
illprepared,1
multiplying,1
andspreading,1
needhumanitarian,1
peoplefleeing,1
sexualexploitation,1
andacross,1
andunicef,1
acrosseight,1
countriesonestop,1
provideinformation,1
supportlegal,1
ripple,1
worlddisrupting,1
fueland,1
alreadyvulnerable,1
otherforms,1
fundinggap,1
onoperations,1
sudaniraq,1
generous,1
highcommissioner,1
filippo,1
grandi,1
dayvisit,1
theresponse,1
videowhats,1
alongsidelocal,1
todeliver,1
hasstockpiles,1
toflee,1
isgranted,1
inkind,1
toukrainians,1
withdamaged,1
providinglegal,1
continueto,1
andstockpiles,1
andone,1
forciblydisplaced,1
withinukraine,1
countrieshow,1
helpthe,1
peoplehealthy,1
monthsdonate,1
nowmore,1
inukrainehow,1
ukrainewhat,1
helpwhat,1
likehow,1
displacedhow,1
gifthelp,1
familiesas,1
andyoull,1
comfortand,1
nowdonate,1
microcredit,1
startbusinesses,1
georgiaa,1
microfinance,1
toukrainian,1
supportthemselves,1
refugeeslearn,1
basicsabout,1
usstay,1
ften,1
wwii,1
articular,1
afe,1
absorb,1
coordi,1
rcm,1
fundacja,1
praw,1
kobiet,1
cpk,1
internationa,1
guida,1
countrie,1
interventio,1
rlos,1
wlos,1
participative,1
rimination,1
olves,1
ando,1
fety,1
shehe,1
herhis,1
trategic,1
workplans,1
gbvs,1
pwgs,1
reed,1
needsgaps,1
pwg,1
stren,1
gthen,1
governmenta,1
poi,1
taskforc,1
profil,1
minimized,1
gam,1
chairing,1
appointing,1
taskforces,1
anization,1
periodicity,1
convene,1
tially,1
notetaki,1
rotate,1
englishукраїнська,1
ukrainepartly,1
freepolitical,1
freeglobal,1
weighted,1
notethe,1
signiﬁcantdeterioration,1
thenumerical,1
reﬂect,1
previouslyoccupied,1
inseparate,1
andcivil,1
aresometimes,1
suﬃciently,1
yearonyear,1
faqoverviewthe,1
inﬂicting,1
infrastructuremillions,1
residentsin,1
usedintimidation,1
expressionthe,1
receivedsubstantial,1
credited,1
thoughhis,1
drewinternational,1
yearsthe,1
positivereforms,1
corruptionand,1
magnatestop,1
fromboth,1
andpressing,1
dayafter,1
kyivchernihiv,1
ineastern,1
outindiscriminate,1
yearcivilian,1
ofcivilians,1
alsocaused,1
wereinternally,1
engagedin,1
andeastern,1
endin,1
decisionwas,1
andopposition,1
invasionalso,1
anticorruptionprosecutor,1
investigationsand,1
preventingand,1
eﬀectively,1
strippedemployees,1
mediumsized,1
protectionszelenskyy,1
qualiﬁcationthat,1
decemberzelenskyy,1
toregulate,1
journalistspolitical,1
processa,1
ptswas,1
electedthrough,1
ﬁveyear,1
heldin,1
petroporoshenko,1
secondround,1
winning,1
inall,1
andcredible,1
donbasa,1
ptswere,1
andfair,1
unicameral,1
toﬁveyear,1
byclosedlist,1
singlemember,1
districtsin,1
partywon,1
outright,1
majoritythe,1
thatthreshold,1
poroshenko,1
bloc,1
rebranded,1
aseuropean,1
platformfor,1
groupingtook,1
fatherland,1
someproblems,1
theelections,1
ﬁlled,1
millionukrainian,1
organizationfor,1
electionmonitoring,1
citedirregularities,1
misuse,1
incumbency,1
inequalitiesamong,1
competitorsukraine,1
councillorsnationwide,1
largelyunsuccessful,1
contesting,1
mayoralty,1
maintainedrepresentation,1
administrationof,1
tvk,1
covidpandemic,1
votebuyingallegations,1
issuesa,1
implementedimpartially,1
thosein,1
votebuying,1
presidentzelenskyy,1
partylistbased,1
garner,1
thatdecember,1
aproportionalrepresentation,1
parliamentaryand,1
modiﬁed,1
anumber,1
idpswho,1
inlocal,1
tvkdecided,1
luhanskregions,1
noncontrolledterritories,1
bymilitarycivil,1
thetvk,1
militarycivil,1
plansmartial,1
totake,1
pluralism,1
andparticipationb,1
diﬀerent,1
othercompetitive,1
ofundue,1
ukrainehowever,1
justifyrecognize,1
dozenparties,1
largestopposition,1
someanalysts,1
toprevent,1
arbitrarilysome,1
opzzhmembers,1
forlife,1
pzzhm,1
lawmakersfrequently,1
theirreadiness,1
alsounited,1
inﬁghting,1
thepassage,1
strippedone,1
illia,1
kyva,1
arbitrarydetention,1
toforce,1
compiledlists,1
dissenter,1
throughoutrussiancontrolled,1
todenounce,1
eightmonthlong,1
alonea,1
iteﬀectively,1
toreceive,1
averageincome,1
theycan,1
ofukraines,1
humanlosses,1
formationparty,1
ﬁnancing,1
opaque,1
eﬀectscore,1
violentlysuppressed,1
governmentimplemented,1
asprorussianb,1
orgain,1
groupscontinue,1
generallynot,1
grassroots,1
partiesoften,1
oligarchsb,1
areexternal,1
employextrapolitical,1
wielded,1
evenafter,1
controlukrainian,1
indirectlyincluding,1
theappointment,1
loyalist,1
deﬁned,1
fromfunding,1
partiesalthough,1
campaignsincumbent,1
campaignb,1
religiousgender,1
andelectoral,1
ethnicracial,1
andrepresentation,1
discouragespolitical,1
inhabitantssocietal,1
politicaland,1
precluded,1
individualsa,1
toonly,1
tofeature,1
partylist,1
notcomply,1
theirprevious,1
percentc,1
governmentc,1
legislativerepresentatives,1
craft,1
stall,1
toopposition,1
mainobstacle,1
iscorruptionthe,1
countryscore,1
reducedthe,1
executiveand,1
legislaturec,1
oﬃcial,1
ﬁght,1
beeninconsistent,1
ensnared,1
politicallyfraught,1
nationalagency,1
functionin,1
togrant,1
ﬁnally,1
experiencedinvestigator,1
anticorruptionprosecutors,1
predecessorsresignation,1
andopened,1
derkach,1
paymentsfrom,1
subversive,1
againstukrainein,1
facingcriminal,1
compensatedin,1
toconserve,1
replenish,1
throughrestitution,1
corruptoﬃcials,1
invasionin,1
thatoutlines,1
governmentbodies,1
reﬂects,1
instructs,1
variousanticorruption,1
toanticorruption,1
reportsc,1
throughthe,1
digitization,1
oﬃcialsassets,1
achallenge,1
ayear,1
aconstitutional,1
onewith,1
diluted,1
enactedgovernment,1
andmartial,1
asordinarily,1
longerdisclosed,1
reasonsin,1
coordinatecharitable,1
wasan,1
eﬃcient,1
oﬀered,1
oﬃceanother,1
bethe,1
presidentialadministration,1
qi,1
ethniccomposition,1
groupthroughout,1
authoritiesopenly,1
extinguish,1
muchif,1
townsin,1
civiliansan,1
analysissponsored,1
nonpartisanusbased,1
canadian,1
nonproﬁt,1
expertsconcluded,1
werereasonable,1
andpublic,1
grouprussian,1
andheritage,1
includinghistorical,1
monument,1
signage,1
orderedteachers,1
inculcate,1
schoolchildrenukrainian,1
russiaduring,1
theirparents,1
otherinstitutions,1
presidentvladimir,1
childrenrussia,1
oﬀeredpayment,1
donbasto,1
outletsscore,1
toeliminate,1
byseizing,1
childrento,1
russiacivil,1
andbeliefd,1
acriminal,1
oﬀense,1
considerablepluralism,1
ﬁgureshowever,1
inﬂuenced,1
toolsto,1
toproduce,1
newschannels,1
haveotherwise,1
internetat,1
governmentconsolidated,1
informationplatform,1
aroundtheclock,1
inlate,1
thegovernments,1
potentialspread,1
toclose,1
oﬃcially,1
andseveral,1
dictatorial,1
awayfrom,1
standardsjournalists,1
toface,1
massinformation,1
imi,1
conﬁrmed,1
yeard,1
nonbelief,1
deﬁne,1
somediscrimination,1
vandalism,1
cemetery,1
continuesacknowledging,1
atheism,1
discriminationin,1
ukrainianbranch,1
orthodoxchurches,1
militaryd,1
extensivepolitical,1
indoctrination,1
alloweduniversities,1
theirown,1
ﬁnances,1
educationsystem,1
useof,1
secondaryschools,1
languagesin,1
teachersto,1
beenintimidated,1
russianimposed,1
andordered,1
retrained,1
tosend,1
ﬁnesand,1
theopening,1
ofukrainein,1
whohad,1
ukrainiancriminal,1
enemyscore,1
forciblychanged,1
localeducators,1
guidelinesd,1
othersensitive,1
polarizingeﬀects,1
toquestions,1
heated,1
andinstances,1
notuncommon,1
selfcensorship,1
peoplea,1
forcollaborationism,1
russiasaggression,1
gloriﬁcation,1
tomeaningfully,1
byﬁnes,1
engagein,1
beenﬁled,1
vaguelywritten,1
russianpropaganda,1
soldierse,1
associational,1
andorganizational,1
rightse,1
organizer,1
togive,1
governingthe,1
speciﬁcally,1
assemblyfollowing,1
invoked,1
eﬀects,1
ofassembly,1
inopposition,1
invasione,1
governancerelated,1
governmentukraines,1
andhumanitarian,1
ukrainianshad,1
eﬀortcivil,1
beneﬁciaries,1
moneylaundering,1
havecharacterized,1
societyorganizations,1
transaction,1
ukrainianlawmakers,1
fundsto,1
taxsome,1
agenciesfail,1
justicee,1
labororganizations,1
infrequent,1
sovietera,1
lacksindependence,1
theirworkers,1
preferencesin,1
deﬁance,1
andtrade,1
thateﬀectively,1
anylegal,1
protectionmaking,1
ofcontract,1
inaugust,1
qualiﬁcation,1
themeasure,1
wasestimated,1
thischange,1
alleviate,1
diﬃcultiesfaced,1
someargued,1
deregulationagendascore,1
coderestricted,1
lawf,1
initiativesmeant,1
fallen,1
zelenskyyunsuccessfully,1
dissolve,1
annulledanticorruption,1
declinedto,1
inin,1
eumembership,1
successfulimplementation,1
moretransparent,1
meritbased,1
theparliament,1
advisorygroup,1
vet,1
wouldinclude,1
societyf,1
ptsdoes,1
resourcesand,1
worldprison,1
stymied,1
highproﬁle,1
includingwithin,1
freedomfrom,1
earlyapril,1
toindiscriminate,1
militarytargets,1
includingcrimea,1
combatantsincluding,1
amassacre,1
thebritish,1
corporation,1
byyears,1
higherat,1
emergencymeasure,1
aggressionthousands,1
joinedterritorial,1
repel,1
oﬀensive,1
theurgency,1
meaningthe,1
atyears,1
theregistration,1
linehad,1
counteroﬀensives,1
andnortheast,1
longdistance,1
infrastructureacross,1
withoutpower,1
andrelated,1
targetsf,1
varioussegments,1
nonexclusive,1
isprohibited,1
howeverthese,1
inconsistently,1
romany,1
peopleexperience,1
groupsgenerally,1
thereis,1
uniformg,1
andindividual,1
rightsg,1
millionsought,1
waraﬀectedareas,1
securityrisks,1
minesand,1
returninghome,1
impairs,1
activityrussian,1
russianaﬃliated,1
civiliansincluding,1
andabusive,1
ideologicalscreening,1
campsin,1
generalmobilization,1
tightened,1
hadbeen,1
forgeryof,1
documentsapart,1
requiringindividuals,1
serviceshas,1
employmentscore,1
beendisplaced,1
countryg,1
establishprivate,1
areform,1
amoratorium,1
sellfarmland,1
citizensg,1
marriagepartner,1
controlover,1
samesexmarriage,1
hasadded,1
legalization,1
aﬀord,1
andbeneﬁts,1
heterosexual,1
constitutionwhich,1
deﬁnes,1
cannotbe,1
outlegal,1
marriageto,1
partnersdomestic,1
reportsuch,1
violenceg,1
economicexploitation,1
prostitutioncontinues,1
forcedlaborthe,1
exploitativeconditions,1
itwithdrew,1
happeningconditions,1
ukrainesee,1
territorycountry,1
factseurasia,1
freein,1
reportsfreedom,1
yearssee,1
happeningjoin,1
inquiriesinfofreedomhouseorgpress,1
mediapressfreedomhouseorg,1
freedomhousesubscribe,1
closewhich,1
inenglishespañolfrançaisالعربية,1
russiasfullscale,1
effectthe,1
effecton,1
reproductiveon,1
reproductivehealthuniahealthuniaconcerns,1
violenceconcerns,1
violencewomen,1
processesas,1
yearwomen,1
beata,1
zawrzelnur,1
caringresponsibilities,1
warzones,1
marksinternational,1
daytime,1
brunt,1
areconsistently,1
ﬁghtersdoctors,1
theircommunities,1
toooften,1
agnès,1
callamard,1
amnestyinternationals,1
generalrussias,1
confrontincreased,1
healthconditions,1
decisionsfor,1
thedecisionmaking,1
remainunprotected,1
uniaamnesty,1
andstand,1
violationsamid,1
andsecurity,1
ofcrucial,1
perpetratorsof,1
accountamnesty,1
crimesdocumenting,1
andlikely,1
gatheredharrowing,1
wellbeingthere,1
mewhile,1
russianaggression,1
familymembers,1
caregivingresponsibilities,1
theconﬂicttamara,1
toldamnesty,1
motherand,1
thefamily,1
ontheir,1
noﬁnancial,1
aidforced,1
abandoning,1
herchildren,1
decisioni,1
ineed,1
nochoice,1
saidfor,1
emotionaland,1
maryna,1
ﬂedrussias,1
amnestyinternationalit,1
believedthat,1
washeavy,1
aircraftwere,1
ﬂying,1
affectedchildren,1
lotsince,1
thechildren,1
thehouse,1
distressgenerally,1
shellingand,1
saidinvasion,1
onwomens,1
reproductivehealth,1
uniarussias,1
infrastructurerussias,1
infrastructurewhich,1
tohealthcare,1
ukrainekateryna,1
pregnantand,1
wererumours,1
theultrasound,1
wasadding,1
tensionafter,1
difﬁculties,1
intrying,1
zonethe,1
mostterrifying,1
comehome,1
nothave,1
feelthat,1
ituniafor,1
menstruating,1
pricesfor,1
choosebetween,1
productsthere,1
withﬁnances,1
saidyulia,1
herand,1
peopleincrease,1
violencegenderbased,1
conﬂictaffected,1
ofsecurity,1
ofimpunity,1
occupyingauthorities,1
violencemaryna,1
sexualabuse,1
wewere,1
theevacuation,1
abusewhile,1
peoplemaryna,1
gym,1
evenwithout,1
nakedeye,1
therekateryna,1
thereare,1
spilled,1
meand,1
husbandbecause,1
nowmy,1
overwhelmed,1
nervesfor,1
veryconcerning,1
scaresme,1
tostudy,1
theminclude,1
proactively,1
decisionmakingprocesses,1
arereﬂected,1
practicesas,1
spendingtheir,1
whilesimultaneously,1
careamnesty,1
indecisionmaking,1
deliberation,1
ﬁnancialsupport,1
ofrussias,1
atall,1
andprioritized,1
fulﬁllednames,1
newsukrainepress,1
releasearmed,1
conflictchildrendomestic,1
violencematernal,1
rightssexual,1
violencewar,1
rightsrelated,1
warcountry,1
nonrussian,1
crimeaunia,1
israelopt,1
israeli,1
investigationnews,1
survivorsreveal,1
waron,1
oneyear,1
skynews,1
brave,1
forcesby,1
niamh,1
lynch,1
niamhielynch,1
oldest,1
warrussian,1
frighten,1
andintimidate,1
mosthome,1
womenhelping,1
targetedjust,1
officiallyidentified,1
issubstantially,1
higherwarning,1
distressinga,1
ukrainefound,1
yearssexual,1
classed,1
ofgenocideit,1
posttraumaticstress,1
effectssuch,1
traumaticinjuriesexperts,1
worsenedby,1
theassault,1
imageolena,1
zelenskathe,1
olenazelenska,1
andopenly,1
arsenaladvertisement,1
alisa,1
filmmaker,1
toreport,1
anonymityshe,1
protestswhen,1
manned,1
soldierswhile,1
youdontalwaysneedtobethestrongonein,1
thiswithyouto,1
dailypodcastit,1
incorrectly,1
ukrainianarmy,1
hoursbefore,1
apartmentshe,1
myclothes,1
bath,1
hewould,1
whyare,1
becauseyou,1
trenchesclick,1
yourpodcastshe,1
arrogant,1
hecan,1
wantsafter,1
tiny,1
kitchen,1
andhe,1
enjoyinghis,1
nothinglater,1
warbecause,1
gearms,1
soldiersreleased,1
testimoniesthe,1
soldiersagainst,1
weaponi,1
tableone,1
tounfasten,1
belt,1
smiling,1
stroking,1
headsaying,1
girlwhen,1
spat,1
hitme,1
daysthen,1
itried,1
wipe,1
itthey,1
stuck,1
forehead,1
leaveand,1
caranother,1
tablewhere,1
smell,1
smoked,1
sausage,1
thunder,1
explosionsand,1
shelf,1
iread,1
survivorsa,1
gunthe,1
loudly,1
hertheres,1
jerked,1
startpraying,1
goodbye,1
calland,1
mentallyanother,1
somethingworse,1
topieces,1
availableopen,1
daymy,1
cured,1
stitch,1
insideof,1
souli,1
itanymore,1
imageanna,1
foundationanna,1
moviethey,1
rapeas,1
dehumanise,1
ourmain,1
holdon,1
awful,1
theysurvived,1
resist,1
othershelping,1
imagine,1
difficultfor,1
isheartbreaking,1
storiesanyone,1
samaritansfor,1
josamaritansorg,1
conditionsprivacy,1
cooky,1
noticeaccessibility,1
informationcontact,1
realization,1
isil,1
sold,1
pertained,1
yazīdī,1
goodwill,1
accolade,1
unfaltering,1
constructively,1
corecipient,1
drc,1
sexualassault,1
conflictridden,1
terrorizing,1
utmost,1
phumzile,1
mlambongcuka,1
navanethem,1
pillay,1
preconflict,1
inception,1
unverified,1
animosity,1
tollfree,1
dcaf,1
httpwwwdcafchsites,1
httpswwwicrcorgengassetsfilesotheropinionpaperarmedconflictpdf,1
httplibrarykhpgorgfilesdocspdf,1
httpsreliefwebintreportukraineunspokenpaingenderbasedviolenceconflictzoneeasternukraine,1
militarism,1
exacerbates,1
superficial,1
deters,1
inferior,1
followup,1
architecture,1
httpwwwsecuritycouncilreportorgatfcfbbfcfbdeccdcfeffffd,1
cacsrespdf,1
httpwwwohchrorg,1
documentspressguidancenotereparationsjunepdf,1
nuremberg,1
tokyo,1
crimestoday,1
conjugation,1
subset,1
accomplish,1
httpsundocsorgares,1
sieverodonetsk,1
finalization,1
speculate,1
discourages,1
dana,1
httpsiiciglobal,1
httpsgbvguidelinesorgwpwpcontentuploads,1
istrategic,1
bistrategic,1
dissociating,1
colloquium,1
organizationunited,1
survivorsdeveloping,1
httpswwwunhcrorgabfpdf,1
commendable,1
intra,1
sensitize,1
utilize,1
subclusters,1
proficient,1
centralization,1
guatemala,1
peru,1
argentina,1
unrealistic,1
crossexamination,1
httpwwwohchrorgdocumentspublicationstrainingrevenpdf,1
httpwwwpresidentksgovnet,1
pensation,1
recurcase,1
guatemalan,1
eqchi,1
sepa,1
rated,1
entday,1
decadeslong,1
tect,1
subsidiescriminal,1
comissions,1
sticking,1
paving,1
capitalize,1
crsvadoption,1
crsvpeace,1
programmeprevention,1
preventionadministrative,1
sectorprevention,1
organizationsprevention,1
indicatorsprevention,1
idpsprevention,1
coordinationprotection,1
patternsprotection,1
educationprotection,1
survivorsprotection,1
survivorsdocumentation,1
casesprotection,1
programmepeacekeeping,1
legislationprevention,1
judgesprevention,1
frameworknational,1
conflicttwo,1
violencepeople,1
banksexual,1
pervasive,1
incur,1
humanely,1
curiosity,1
characterpara,1
httpsihldatabasesicrcorgapplicihlihl,1
nsftreatyxspactionopendocumentdocumentidbcebfccddbb,1
eviwar,1
httpswwwicccpiinticcdocsotp,1
otppolicypaperonsexualandgenderbasedcrimesjunepdf,1
aii,1
bx,1
bxxi,1
cii,1
solicits,1
induces,1
abets,1
repress,1
slapping,1
penalized,1
httpwwwunorgwomenwatchdawcedawrecommendationsrecommhtm,1
postponement,1
responsestrengthens,1
deploying,1
conflictfocuses,1
httpwpsunwomenorgresolution,1
httpwwwunwomenorgennewsinfocuswomenpeacesecurity,1
sourcebook,1
httpwwwunwomenorgrudigitallibrarypublicationsunwomensourcebookonwomenpeaceandsecurity,1
